painting,art_style,emotion,repetition,emotion_label,pne,Link,utterance,generated_emotion_text
gustave-moreau_orpheus-at-the-tomb-of-eurydice-1891,Symbolism,sadness,5,7,1,https://uploads3.wikiart.org/images/gustave-moreau/orpheus-at-the-tomb-of-eurydice-1891.jpg,"The colors of the trees and leaves are dark colors as if on fire or in morning, the central character of the painting looks as if they are reaching out for something. The man in the painting has a bowed head and a sad expression on his fce. I feel sadness because the man in the photo looks so sad and the sky is so gloomy.",Sadness
horace-pippin_interior-1944,Naive_Art_Primitivism,sadness,5,7,1,https://uploads6.wikiart.org/images/horace-pippin/interior-1944.jpg,Such a realisticand spare  portrayal of a home for poor people. The little girl holds her doll tenderly while the girl's mother ignores the girl to smoke a pipe. It is cold and dark outside. None of the people are interacting with one another. The family looks broken apart with the distance between them.,Sadness
andre-bauchant_unknown-title,Naive_Art_Primitivism,awe,5,1,0,https://uploads7.wikiart.org/images/andre-bauchant/unknown-title.jpg,"the brightness in the colors of the flowers The flowers in this pieces draw the eyes to the center and makes the viewer focus on the flowers, but then looking at the surrounding landscape and details gives an appreciation for how vast this painting is and the effort it took to paint it. amazing exaggerated details that are incredibly realistic.  Beautiful color and textures",Awe
claude-monet_the-basin-at-argenteuil,Impressionism,contentment,5,2,0,https://uploads6.wikiart.org/images/claude-monet/the-basin-at-argenteuil.jpg,"I feel peace when I see these placid waters and calm people The slightly overcast bright blue sky, easy body of water, people strolling on a lightly used dirt road in the shade of tall trees next to a large lawn of grass and shrubs, a comforting city scape in the background. Those sailboats on the water look so cute! I also like how the clouds resemble cotton balls. the light colors of the sky contrast with the earthy colors of the flora, creating a sense of peace",Contentment
carlo-crivelli_saint-peter-and-saint-paul,Early_Renaissance,fear,5,6,1,https://uploads2.wikiart.org/images/carlo-crivelli/saint-peter-and-saint-paul.jpg,It feels like we shouldn't be watching these two men through the door it looks like he is hiding and is armed. I wonder if the man is being reprimanded.,Fear
maxime-maufra_the-creek-shore-of-quibero-1903,Post_Impressionism,contentment,5,2,0,https://uploads6.wikiart.org/images/maxime-maufra/the-creek-shore-of-quibero-1903.jpg,A nice picture of a cliff above water. The waves splashing against the rocks make me meditative. The area where the water meets the rocks in the painting gives it a very lifelike feel. This is a beautifully drawn view of a coast. I like the variation of blue with a hint of white that tries to capture the deep and shallow portions of the water.,Contentment
pierre-bonnard_sea-landscape-1900,Post_Impressionism,contentment,5,2,0,https://uploads3.wikiart.org/images/pierre-bonnard/sea-landscape-1900.jpg,These people look scared. The waves are taking over and the boat doesn't look sturdy. The dark sea and the small boat makes me feel tension(in a good way).  The artist was able to capture the power of the sea very well.,Amusement
brice-marden_to-corfu-1976,Minimalism,sadness,5,7,1,https://uploads5.wikiart.org/images/brice-marden/to-corfu-1976.jpg,"This has a dark them mixed with cool colors, along with a symmetrical and overly simple, square pattern. This has a dark them mixed with cool colors, along with a symmetrical and overly simple, square pattern. dull boring colors with no sense of purpose makes this feel sad dull boring colors with no sense of purpose makes this feel sad",Sadness
caspar-david-friedrich_woman-with-a-candlestick,Romanticism,fear,5,6,1,https://uploads8.wikiart.org/images/caspar-david-friedrich/woman-with-a-candlestick.jpg,The dark colors framing the lone woman are kind of creepy the darkness is a bit scary and it feels like the unknown is hiding nearby,Amusement
edouard-manet_man-in-a-round-hat-alphonse-maureau-1878,Impressionism,contentment,5,2,0,https://uploads6.wikiart.org/images/edouard-manet/man-in-a-round-hat-alphonse-maureau-1878.jpg,The slightly hazy features of the man and the way his arms are depicted give this image a sense that nothing is being taken too seriously. A simple portrait but parts of it really look rushed. A rather old man with a very full mustache dressed in all black,Disgust
ogata-gekko_nihon-hana-zue-1896-3,Ukiyo_e,awe,5,1,0,https://uploads3.wikiart.org/images/ogata-gekko/nihon-hana-zue-1896-3.jpg,"I love the delicate pencil-style lines, especially where they depict trees in the background I respect this man and his position.  he is a powerful person that commands respect.  Humbling. The way the people are looking around makes it look like they are discovering something new. I enjoy the details in the painting that seem minimal but important.",Awe
hans-baldung_pyramus-and-thisbe,Northern_Renaissance,contentment,5,2,0,https://uploads1.wikiart.org/images/hans-baldung/pyramus-and-thisbe.jpg,I feel the concern of this woman as she looks over the fallen man the light colors used for the figures contrast highly against the dark background,
vincent-van-gogh_dead-leaf-and-pod-1890(1),Post_Impressionism,sadness,5,7,1,https://uploads3.wikiart.org/images/vincent-van-gogh/dead-leaf-and-pod-1890(1).jpg,The black and white figures are quite interesting in the way it strips the life away from these objects. a faded and dried leaf reminds me of the pessimism of autumn.,Sadness
jay-defeo_untitled-shoetree-series-1977,Abstract_Expressionism,awe,6,1,0,https://uploads0.wikiart.org/images/jay-defeo/untitled-shoetree-series-1977.jpg,The color and lines used to draw this give it depth and range. I don't know what the shape is but it looks like it took skill to draw and paint.,Amusement
edouard-manet_study-for-the-execution-of-emperor-maximilian-1867,Impressionism,fear,5,6,1,https://uploads7.wikiart.org/images/edouard-manet/study-for-the-execution-of-emperor-maximilian-1867.jpg,The dark colors and smoking guns imply a firing squad. This image of gunfire convey's death. This is making me feel alone and wants to hide in some safe place It looks like the men are shooting in the middle of a battle.,Fear
david-burliuk_a-painter,Naive_Art_Primitivism,contentment,5,2,0,https://uploads2.wikiart.org/images/david-burliuk/a-painter.jpg,"Looks like a lovely scene. A lovely place to live The setting of the painting, with all the people just living there makes me feel relaxed. oh, I want to sit there and watch the painter paint. so calming",Contentment
eric-fischl_growing-up-in-the-company-of-women-ii,Contemporary_Realism,amusement,6,0,0,https://uploads1.wikiart.org/images/eric-fischl/growing-up-in-the-company-of-women-ii.jpg,Reminds me of a fun summer day I am reminded of fun summer days hanging out at a lake house and enjoying a simple summer afternoon,Amusement
georges-braque_the-duet-1937,Expressionism,amusement,11,0,0,https://uploads7.wikiart.org/images/georges-braque/the-duet-1937.jpg,"I feel a sense of happiness and excitement from this image. The bold usage of the color pink show light in the darkness of the natural colors (earthy tones) used. It makes me feel like there is laughter and music happening. Don't really like the painting, but I like how one lady is willing to stand out with the pretty pink while the rest are in dark somber colors Dark and a little gloomy, but the bright pink and yellow lightens the mood. All of the wannabe singers and dancers split into when they came thru the doors",Amusement
ferdinand-hodler_the-dying-valentine-gode-darel,Symbolism,sadness,5,7,1,https://uploads8.wikiart.org/images/ferdinand-hodler/the-dying-valentine-gode-darel.jpg,I am sad because the woman looks ill or upset. the man appears to be in pain or agony,Sadness
lucas-cranach-the-elder_portrait-of-martin-luther-as-an-augustinian-monk,Northern_Renaissance,amusement,5,0,0,https://uploads6.wikiart.org/images/lucas-cranach-the-elder/portrait-of-martin-luther-as-an-augustinian-monk.jpg,"i am amused because this guy has a covid hairstyle right now. most monks have a bowl cut and this guy has a longer style, and he has a weird hand gesture. The size of the man's body seems quite awkward in comparison to his head. The man looks like Jim Morrison from the Doors.",Amusement
dosso-dossi_self-portrait,High_Renaissance,contentment,6,2,0,https://uploads4.wikiart.org/images/dosso-dossi/self-portrait.jpg,It's simply a beautiful painting the figure looks very comfortable with himself The dark colors are very calming and the mans face seems very serene,Contentment
utagawa-kuniyoshi_nichiren-going-into-exile-on-the-island-of-sado,Ukiyo_e,contentment,6,2,0,https://uploads8.wikiart.org/images/utagawa-kuniyoshi/nichiren-going-into-exile-on-the-island-of-sado.jpg,"I want to live here, tucked away into the hillside. The environment gives the painting a calming feeling. The person seems to be returning home from a long day of being away. It has cool, relaxing colors The red clothing stands out against the snow. It looks so cold!",Contentment
peter-max_toulouse-lautrec-1966,Pop_Art,amusement,5,0,0,https://uploads1.wikiart.org/images/peter-max/toulouse-lautrec-1966.jpg,"The psychedelic design/font and colors of the text combined with a portrait of a painter from the 19th century generate incongruity, but at the same time it does say something about the artist, so the overall effect is a bit humoristic. I find it amusing that someone used a hippie style to create a piece that captures Toulouse-Lautrec, especially because he was know for printmaking a bunch of posters that he designed for casual to fancy events",Amusement
