original,only_image,image_and_utterance,only_utterance,correct_only_image,correct_image_and_utterance,correct_only_utterance
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of awe.,False,True,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,True,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,True,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,True,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys a feeling of anger.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of excitement.,True,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of excitement.,False,False,False
sadness,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of excitement.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of contentment.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of excitement.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of awe.,False,True,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of amusement.,False,False,False
sadness,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,True,False
sadness,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,False,True,False
sadness,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of excitement.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of disgust.,True,False,False
sadness,This artwork conveys a feeling of anger.,This artwork conveys a feeling of sadness.,This artwork conveys a feeling of fear.,False,True,False
sadness,This artwork conveys a feeling of awe.,This artwork conveys a feeling of awe.,This artwork conveys a feeling of amusement.,False,False,False
sadness,This artwork conveys a feeling of fear.,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of anger.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of amusement.,This artwork conveys a feeling of fear.,False,False,False
sadness,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
amusement,This artwork conveys a feeling of fear.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of anger.,False,False,False
contentment,This artwork conveys a feeling of contentment.,This artwork conveys a feeling of disgust.,This artwork conveys a feeling of fear.,True,False,False
